codice_isolato,data,popolazione,codice_gruppo,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
270421751,2018-12-02,33,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421752,2018-12-02,130,3,270425071,3,8,Terraferma,Campalto Gobbi,Favaro Veneto,Favaro Veneto
270421771,2018-12-02,23,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270423279,2018-12-02,112,3,270425115,5,12,Terraferma,Asseggiano,Chirignago - Zelarino,"Chirignago, Gazzera"
270423109,2018-12-02,0,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270423110,2018-12-02,40,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270423290,2018-12-02,39,3,270425115,5,12,Terraferma,Asseggiano,Chirignago - Zelarino,"Chirignago, Gazzera"
270423120,2018-12-02,32,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270422524,2018-12-02,32,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422141,2018-12-02,73,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422452,2018-12-02,0,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270423310,2018-12-02,0,3,270425118,5,12,Terraferma,Aree Non Altrove Classificate (M.5 - Q.12),Chirignago - Zelarino,"Chirignago, Gazzera"
270423184,2018-12-02,35,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270422116,2018-12-02,115,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422151,2018-12-02,548,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270421984,2018-12-02,13,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270423114,2018-12-02,52,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270423107,2018-12-02,108,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270423262,2018-12-02,84,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270422137,2018-12-02,259,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422056,2018-12-02,11,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422433,2018-12-02,63,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422500,2018-12-02,44,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422120,2018-12-02,186,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270421728,2018-12-02,186,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421755,2018-12-02,71,3,270425071,3,8,Terraferma,Campalto Gobbi,Favaro Veneto,Favaro Veneto
270423291,2018-12-02,0,3,270425115,5,12,Terraferma,Asseggiano,Chirignago - Zelarino,"Chirignago, Gazzera"
270421988,2018-12-02,429,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270422181,2018-12-02,105,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422463,2018-12-02,204,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422513,2018-12-02,297,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270423129,2018-12-02,22,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270423283,2018-12-02,44,3,270425115,5,12,Terraferma,Asseggiano,Chirignago - Zelarino,"Chirignago, Gazzera"
270423261,2018-12-02,230,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270422130,2018-12-02,373,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270421770,2018-12-02,0,3,270425071,3,8,Terraferma,Campalto Gobbi,Favaro Veneto,Favaro Veneto
270423118,2018-12-02,39,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270422501,2018-12-02,20,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422504,2018-12-02,0,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422073,2018-12-02,28,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422074,2018-12-02,117,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422540,2018-12-02,169,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270421779,2018-12-02,297,3,270425071,3,8,Terraferma,Campalto Gobbi,Favaro Veneto,Favaro Veneto
270422575,2018-12-02,0,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270423325,2018-12-02,32,3,270425118,5,12,Terraferma,Aree Non Altrove Classificate (M.5 - Q.12),Chirignago - Zelarino,"Chirignago, Gazzera"
270423133,2018-12-02,240,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270422125,2018-12-02,269,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422148,2018-12-02,135,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422152,2018-12-02,282,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422184,2018-12-02,119,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270423115,2018-12-02,52,3,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
270422150,2018-12-02,405,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270423280,2018-12-02,14,3,270425118,5,12,Terraferma,Aree Non Altrove Classificate (M.5 - Q.12),Chirignago - Zelarino,"Chirignago, Gazzera"
270422062,2018-12-02,12,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422131,2018-12-02,228,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422201,2018-12-02,143,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422135,2018-12-02,330,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270421776,2018-12-02,2,3,270425071,3,8,Terraferma,Campalto Gobbi,Favaro Veneto,Favaro Veneto
270423643,2018-12-02,0,3,270425122,6,13,Terraferma,Centro Commerciale Panorama,Marghera,"Marghera, Catene, Malcontenta"
270422603,2018-12-02,0,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270423681,2018-12-02,0,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423631,2018-12-02,7,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270423694,2018-12-02,0,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270423685,2018-12-02,7,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270421549,2018-12-02,0,1,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
270423686,2018-12-02,2,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423690,2018-12-02,15,3,270425123,6,13,Terraferma,Ca' Emiliani,Marghera,"Marghera, Catene, Malcontenta"
270423707,2018-12-02,3,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270423709,2018-12-02,8,3,270425123,6,13,Terraferma,Ca' Emiliani,Marghera,"Marghera, Catene, Malcontenta"
270420769,2018-12-02,0,1,270425044,1,1,Città d'acqua,Laguna Veneta (M.1 - Q.1),Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270423623,2018-12-02,0,3,270425122,6,13,Terraferma,Centro Commerciale Panorama,Marghera,"Marghera, Catene, Malcontenta"
270423674,2018-12-02,98,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423627,2018-12-02,90,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270422046,2018-12-02,0,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270423487,2018-12-02,0,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270422657,2018-12-02,612,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422050,2018-12-02,0,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422710,2018-12-02,73,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422631,2018-12-02,515,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422588,2018-12-02,98,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422581,2018-12-02,26,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422703,2018-12-02,181,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270423620,2018-12-02,5,3,270425122,6,13,Terraferma,Centro Commerciale Panorama,Marghera,"Marghera, Catene, Malcontenta"
270423625,2018-12-02,0,3,270425122,6,13,Terraferma,Centro Commerciale Panorama,Marghera,"Marghera, Catene, Malcontenta"
270423678,2018-12-02,176,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423732,2018-12-02,0,3,270425124,6,13,Terraferma,Marghera Zona Industriale,Marghera,"Marghera, Catene, Malcontenta"
270423676,2018-12-02,30,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423675,2018-12-02,65,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423642,2018-12-02,0,3,270425122,6,13,Terraferma,Centro Commerciale Panorama,Marghera,"Marghera, Catene, Malcontenta"
270423679,2018-12-02,218,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270421732,2018-12-02,542,3,270425066,3,8,Terraferma,Campalto,Favaro Veneto,Favaro Veneto
270423486,2018-12-02,0,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270421735,2018-12-02,23,3,270425066,3,8,Terraferma,Campalto,Favaro Veneto,Favaro Veneto
270423640,2018-12-02,0,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270423646,2018-12-02,0,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423645,2018-12-02,0,3,270425122,6,13,Terraferma,Centro Commerciale Panorama,Marghera,"Marghera, Catene, Malcontenta"
270423683,2018-12-02,0,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423682,2018-12-02,199,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423644,2018-12-02,5,3,270425122,6,13,Terraferma,Centro Commerciale Panorama,Marghera,"Marghera, Catene, Malcontenta"
270423689,2018-12-02,83,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270420287,2018-12-02,17,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420995,2018-12-02,34,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420830,2018-12-02,6,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420850,2018-12-02,53,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420228,2018-12-02,106,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420134,2018-12-02,0,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420243,2018-12-02,43,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420293,2018-12-02,13,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420979,2018-12-02,16,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420986,2018-12-02,48,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420998,2018-12-02,59,1,270425014,1,2,Città d'acqua,Santa Croce,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420843,2018-12-02,76,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420112,2018-12-02,109,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420842,2018-12-02,29,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270423785,2018-12-02,65,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270421606,2018-12-02,0,1,270425030,1,5,Città d'acqua,Isola San Giacomo In Paludo,Venezia - Murano - Burano,"Murano, S. Erasmo"
270423458,2018-12-02,9,3,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
270421635,2018-12-02,58,1,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270421651,2018-12-02,59,1,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270420240,2018-12-02,64,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420227,2018-12-02,27,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420144,2018-12-02,8,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421075,2018-12-02,8,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420116,2018-12-02,0,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420224,2018-12-02,5,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420225,2018-12-02,5,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420084,2018-12-02,46,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420100,2018-12-02,21,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420288,2018-12-02,61,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420498,2018-12-02,83,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420559,2018-12-02,23,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270422585,2018-12-02,201,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270423491,2018-12-02,0,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423493,2018-12-02,3,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270422025,2018-12-02,1,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270423359,2018-12-02,167,3,270425117,5,12,Terraferma,Chirignago,Chirignago - Zelarino,"Chirignago, Gazzera"
270421691,2018-12-02,0,1,270425031,1,6,Città d'acqua,Mazzorbo,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
270423721,2018-12-02,1,3,270425124,6,13,Terraferma,Marghera Zona Industriale,Marghera,"Marghera, Catene, Malcontenta"
270421740,2018-12-02,0,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422589,2018-12-02,670,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422582,2018-12-02,21,3,270425091,4,10,Terraferma,Villaggio San Marco,Mestre - Carpenedo,Mestre Centro
270422672,2018-12-02,613,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270422661,2018-12-02,6,3,270425093,4,10,Terraferma,Piave 1860,Mestre - Carpenedo,Mestre Centro
270421731,2018-12-02,44,3,270425066,3,8,Terraferma,Campalto,Favaro Veneto,Favaro Veneto
270423492,2018-12-02,0,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270421708,2018-12-02,25,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270423365,2018-12-02,385,3,270425117,5,12,Terraferma,Chirignago,Chirignago - Zelarino,"Chirignago, Gazzera"
270421621,2018-12-02,0,1,270425046,1,5,Città d'acqua,Laguna Veneta (M.1 - Q.5),Venezia - Murano - Burano,"Murano, S. Erasmo"
270423532,2018-12-02,49,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270420093,2018-12-02,6,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421076,2018-12-02,90,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420199,2018-12-02,8,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420242,2018-12-02,0,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420119,2018-12-02,18,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420010,2018-12-02,32,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420295,2018-12-02,28,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420244,2018-12-02,14,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420092,2018-12-02,45,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420150,2018-12-02,2,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420241,2018-12-02,15,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421074,2018-12-02,42,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421045,2018-12-02,263,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270421050,2018-12-02,4,1,270425016,1,2,Città d'acqua,Dorsoduro,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420098,2018-12-02,6,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420152,2018-12-02,9,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420560,2018-12-02,175,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420502,2018-12-02,39,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420494,2018-12-02,30,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420499,2018-12-02,16,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420501,2018-12-02,40,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420507,2018-12-02,135,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270423616,2018-12-02,10,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270422598,2018-12-02,0,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270423655,2018-12-02,126,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423730,2018-12-02,1,3,270425124,6,13,Terraferma,Marghera Zona Industriale,Marghera,"Marghera, Catene, Malcontenta"
270423633,2018-12-02,16,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270422597,2018-12-02,1,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270423719,2018-12-02,0,3,270425124,6,13,Terraferma,Marghera Zona Industriale,Marghera,"Marghera, Catene, Malcontenta"
270423554,2018-12-02,203,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423544,2018-12-02,24,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423636,2018-12-02,7,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270423594,2018-12-02,189,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423664,2018-12-02,104,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423428,2018-12-02,7,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270422645,2018-12-02,0,3,270425094,4,10,Terraferma,Zona Commerciale Via Torino,Mestre - Carpenedo,Mestre Centro
270422641,2018-12-02,0,3,270425094,4,10,Terraferma,Zona Commerciale Via Torino,Mestre - Carpenedo,Mestre Centro
270423539,2018-12-02,0,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423529,2018-12-02,85,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423419,2018-12-02,9,3,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
270420259,2018-12-02,132,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420002,2018-12-02,16,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420157,2018-12-02,5,1,270425001,1,1,Città d'acqua,San Marco,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420279,2018-12-02,39,1,270425002,1,1,Città d'acqua,Castello,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270421504,2018-12-02,0,2,270425063,2,3,Litorale,Laguna Veneta (M.2 - Q.3),Lido - Pellestrina,"Lido, Malamocco, Alberoni"
270421610,2018-12-02,0,1,270425046,1,5,Città d'acqua,Laguna Veneta (M.1 - Q.5),Venezia - Murano - Burano,"Murano, S. Erasmo"
270420475,2018-12-02,197,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420561,2018-12-02,31,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420457,2018-12-02,73,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420562,2018-12-02,55,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420511,2018-12-02,12,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420456,2018-12-02,30,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420534,2018-12-02,112,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270422599,2018-12-02,0,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270423654,2018-12-02,24,3,270425119,6,13,Terraferma,Marghera,Marghera,"Marghera, Catene, Malcontenta"
270423619,2018-12-02,0,3,270425122,6,13,Terraferma,Centro Commerciale Panorama,Marghera,"Marghera, Catene, Malcontenta"
