CIVICO,CLASSIFICAZIONE,CODICE_VIA,COD_ISOLATO,COD_LOCALITA,COD_MUNICIPALITA,COD_QUARTIERE,COD_ZONA,DENOMINAZIONE_STRUTTURA,ESRI_OID,ID_RAGIONE_SOCIALE,ID_STRUTTURA,INDIRIZZO,INDIRIZZO_EMAIL,LETTERA,NUMERO_LETTI,NUMERO_STANZE,NUM_STELLE,PERCENTUALE_RIDUZIONE,RAGIONE_SOCIALE,SITOWEB,SUB_CODICE_VIA,SUB_COD_VIA,TELEFONO,TIPO,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,ZONA_IDS,longitude,latitude,data,codice_gruppo,codice_isolato,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
23,UNICA,1700,270423470,270425121,6,13,3,LUX 1,7565,2683,55161,VIA BOTTENIGO 23,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,5,2,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,1700,1700,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301272.9269000003,5039707.7116,2019-04-17,3,270423470,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
16,UNICA,17835,270423470,270425121,6,13,3,CATENE,7566,3689,73319,VIA DEI TIGLI 16,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,2,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,17835,17835,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301408.2324,5039503.772299999,2019-04-17,3,270423470,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
16,UNICA,17835,270423470,270425121,6,13,3,CATENE SUITE,7567,3689,73320,VIA DEI TIGLI 16,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,2,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,17835,17835,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301408.2324,5039503.772299999,2019-04-17,3,270423470,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
10,UNICA,530,270423469,270425121,6,13,3,ROAD TO VENICE,7568,6119,83028,VIA VENTICINQUE APRILE 10,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,1,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,530,530,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301649.8716,5039623.851199999,2019-04-17,3,270423469,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
22,UNICA,10260,270423472,270425121,6,13,3,APPARTAMENTO DI PROPRIETÀ DI AGNESE ROSA,7569,2588,45218,VIA VENTIQUATTRO MAGGIO 22,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,2,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,10260,10260,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301725.5609999998,5039474.568700001,2019-04-17,3,270423472,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
177,UNICA,18206,270423472,270425121,6,13,3,DENTICE GIOACCHINO,7570,5198,54481,VIA TRIESTE 177,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18206,18206,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301770.4699999997,5039766.0088,2019-04-17,3,270423472,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
12,UNICA,5590,270423472,270425121,6,13,3,ANGIE'S HOUSE VENICE,7571,4300,65076,VIA DEL BOSCO 12 O,BOVOLENTAELEONORA@GMAIL.COM,O,6,2,0,30,ANGIE'S HOUSE VENICE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,5590,5590,3339785913,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301843.6388,5039560.483999999,2019-04-17,3,270423472,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
5,UNICA,5590,270423479,270425121,6,13,3,STANZE AL PARCO 2,7572,5513,84147,VIA DEL BOSCO 5,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,5590,5590,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301918.2918,5039668.555500001,2019-04-17,3,270423479,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
5,UNICA,5590,270423479,270425121,6,13,3,CASA DARII,7573,3947,85361,VIA DEL BOSCO 5,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,5590,5590,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2301918.2918,5039668.555500001,2019-04-17,3,270423479,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
13,UNICA,10990,270423480,270425121,6,13,3,ALFA,7574,4220,82601,VIA MAZZORBO 13,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,10990,10990,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2302011.5237,5039610.690400001,2019-04-17,3,270423480,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
58,UNICA,18206,270423477,270425121,6,13,3,CAMERA DOPPIA AIRB&B,7575,6175,83515,VIA TRIESTE 58 A,FABIANA.CECC@YAHOO.COM,A,2,1,0,30,AIRB&B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18206,18206,041938367,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2302113.0678000003,5039736.493799999,2019-04-17,3,270423477,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
54,UNICA,18206,270423477,270425121,6,13,3,VIA TRIESTE 54,7576,5316,87526,VIA TRIESTE 54,STEP8831046@HOTMAIL.IT,_,4,2,0,30,BONGIORNO STEFANO,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18206,18206,3317093897,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2302147.2731999997,5039765.6338,2019-04-17,3,270423477,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
10,UNICA,10340,270423480,270425121,6,13,3,MINI APPARTAMENTOLINDA,7577,3463,76673,VIA MALAMOCCO 10,LINDA.STIVANELLO@ALICE.IT,_,2,1,0,30,MINI APPARTAMENTONLINDA,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,10340,10340,3476943939,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,TERRAFERMA,2302149.0006999997,5039606.016100001,2019-04-17,3,270423480,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
14,UNICA,14860,270421581,270425025,1,5,2,LUMINOUS LOFT WITH GARDEN IN MURANO,4577,3622,70083,FONDAMENTA LORENZO RADI 14 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,4,1,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,14860,14860,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2313582.3556000004,5037238.124399999,2019-04-17,1,270421581,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
14,UNICA,14860,270421581,270425025,1,5,2,MODERN BRIGHT COSY STUDIO,4578,3622,70082,FONDAMENTA LORENZO RADI 14 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,2,1,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,14860,14860,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2313582.3556000004,5037238.124399999,2019-04-17,1,270421581,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
14,UNICA,14860,270421581,270425025,1,5,2,MURANO APARTMENTS 14,4579,5744,88074,FONDAMENTA LORENZO RADI 14 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,3,1,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,14860,14860,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2313582.3556000004,5037238.124399999,2019-04-17,1,270421581,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
14,UNICA,14860,270421581,270425025,1,5,1,MURANO PLACE - AVVENTURINA,4580,630,90726,FONDAMENTA LORENZO RADI 14 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,4,1,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,14860,14860,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2313582.3556000004,5037238.124399999,2019-04-17,1,270421581,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
14,UNICA,14860,270421581,270425025,1,5,2,MURANO APARTMENTS 10,4581,5744,88075,FONDAMENTA LORENZO RADI 14 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,5,2,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,14860,14860,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2313582.3556000004,5037238.124399999,2019-04-17,1,270421581,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
7,UNICA,10970,270421632,270425031,1,6,2,LOCAZIONE TURISTICA,4582,5628,70195,FONDAMENTA SANTA CATERINA 7 A,LALETTA38@LIBERO.IT,A,4,2,0,20,CASTELLANI LUCIA,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,15549,15549,3332186323,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2317637.6031,5040466.1438,2019-04-17,1,270421632,270425031,1,6,Città d'acqua,Mazzorbo,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
262,UNICA,16140,270421633,270425032,1,6,2,CA' BURANO,4583,4525,68402,CORTE COMARE 262,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,5,2,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,3543,3543,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2317999.9671,5040185.8869,2019-04-17,1,270421633,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
140,UNICA,8760,270421637,270425032,1,6,2,TIFFANY HOME,4584,5346,47069,GIUDECCA (BURANO) 140,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,8761,8761,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318013.1983000003,5040120.458000001,2019-04-17,1,270421637,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
5,UNICA,18010,270421661,270425040,1,6,2,EXECUTIVE SUITES,4585,1968,79116,ISOLA TORCELLO 5,ALCAPOLINEASRL@GMAIL.COM,_,2,1,0,20,REGAZZO STEFANO,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18010,18010,0410996428,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318039.7468999997,5041375.3730999995,2019-04-17,1,270421661,270425040,1,6,Città d'acqua,Torcello,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
55,UNICA,8760,270421636,270425032,1,6,2,CASA BLU,4586,5868,77730,GIUDECCA (BURANO) 55,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,17796,17796,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318093.3475,5040022.0649,2019-04-17,1,270421636,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
506,UNICA,16110,270421640,270425032,1,6,2,RESIDENZA17ERBE,4587,3357,41478,SAN MARTINO SINISTRA (BURANO) 506,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,13823,13823,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318104.0221999995,5040101.0164,2019-04-17,1,270421640,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
13,UNICA,8760,270421635,270425032,1,6,2,RESIDENZA 42 VOGA,4588,3357,41476,VIA GIUDECCA - DIETRO 13,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,8762,8762,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318133.2344000004,5039973.0133,2019-04-17,1,270421635,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
10,UNICA,8760,270421635,270425032,1,6,1,SIGNORINA HOUSE - CASA VACANZE,4589,5680,73850,CORTE NOVELLO 10,GARUFFI.MARTA@GMAIL.COM,_,6,8,0,0,SIGNORINA HOUSE - CASA VACANZE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,12685,12685,3298237733,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2318135.0033,5039997.649,2019-04-17,1,270421635,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
344,UNICA,16110,270421639,270425032,1,6,2,RESIDENZA 25 PESCATORE-,4590,3357,41475,SAN MARTINO SINISTRA (BURANO) 344,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,1925,1925,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318168.6232000003,5040071.2465,2019-04-17,1,270421639,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
222,UNICA,16110,270421639,270425032,1,6,2,CASA NOVA,7578,5346,47070,SAN MARTINO SINISTRA (BURANO) 222,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,2,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,14225,14225,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318206.5971,5040010.192,2019-04-17,1,270421639,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
500,UNICA,16140,270421634,270425032,1,6,2,CA' DE PILAR,7579,5958,78980,SAN MAURO (BURANO) 500,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,6874,6874,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318217.5976,5040289.0942,2019-04-17,1,270421634,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
33,UNICA,18010,270421661,270425040,1,6,2,TORCELLO 33,7580,4593,41976,ISOLA TORCELLO 33,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,8,4,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18010,18010,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318235.5372,5041486.459100001,2019-04-17,1,270421661,270425040,1,6,Città d'acqua,Torcello,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
84,UNICA,16110,270421651,270425032,1,6,2,CASA DEL PESCATORE,7581,5037,54037,SAN MARTINO SINISTRA (BURANO) 84,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,14224,14224,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318240.118,5039944.3332,2019-04-17,1,270421651,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
339,UNICA,16100,270421642,270425032,1,6,2,CASA BEPI,7582,1968,79115,SAN MARTINO DESTRA (BURANO) 339,ALCAPOLINEASRL@GMAIL.COM,_,2,1,0,20,REGAZZO STEFANO,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,8955,8955,0410996428,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318245.243,5040174.378799999,2019-04-17,1,270421642,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
521,UNICA,16100,270421643,270425032,1,6,1,CASA BURANO,7583,4234,44872,SAN MARTINO DESTRA (BURANO) 521,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,8,3,0,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,8568,8568,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,CENTRO STORICO,2318259.6574999997,5040260.054099999,2019-04-17,1,270421643,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
493,UNICA,16100,270421642,270425032,1,6,2,CASA GO,7584,6123,82080,CALLE TIENDURI 493,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,0,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,17825,17825,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,U,LOCAZIONI TURISTICHE,LOCAZIONI TURISTICHE ART.27 BIS L.R.V. 11/2013,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318261.5418,5040239.637599999,2019-04-17,1,270421642,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
